_id,system.name,system.planet.letter,system.planet.discovery_method,system.planet.name,system.numbers_of_planets,system.star_solar_masses
59c8fea24fd6da387fd817ec,Kepler-1180,b,Transit,Kepler-1180 b,1,1.09
59c8fea24fd6da387fd817ed,Kepler-118,c,Transit,Kepler-118 c,2,0.86
59c8fea24fd6da387fd817ee,Kepler-1182,b,Transit,Kepler-1182 b,1,1.04
59c8fea24fd6da387fd817ef,Kepler-1183,b,Transit,Kepler-1183 b,1,1
59c8fea24fd6da387fd817f0,Kepler-1181,b,Transit,Kepler-1181 b,1,1.17
59c8fea24fd6da387fd817f1,Kepler-1184,b,Transit,Kepler-1184 b,1,1.05
59c8fea24fd6da387fd817f2,Kepler-1185,b,Transit,Kepler-1185 b,1,0.96
59c8fea24fd6da387fd817f3,Kepler-1186,b,Transit,Kepler-1186 b,1,0.95
59c8fea24fd6da387fd817f4,Kepler-1187,b,Transit,Kepler-1187 b,1,1.06
59c8fea24fd6da387fd817f5,Kepler-1188,b,Transit,Kepler-1188 b,1,1.04
59c8fea24fd6da387fd817f6,Kepler-119,b,Transit,Kepler-119 b,2,
59c8fea24fd6da387fd817f7,Kepler-1189,b,Transit,Kepler-1189 b,1,1.11
59c8fea24fd6da387fd817f8,Kepler-119,c,Transit,Kepler-119 c,2,
59c8fea24fd6da387fd817f9,Kepler-1190,b,Transit,Kepler-1190 b,1,0.76
59c8fea24fd6da387fd817fa,Kepler-1191,b,Transit,Kepler-1191 b,1,0.85
59c8fea24fd6da387fd817fb,Kepler-1192,b,Transit,Kepler-1192 b,1,0.86
59c8fea24fd6da387fd817fc,Kepler-1193,b,Transit,Kepler-1193 b,1,1.08
59c8fea24fd6da387fd817fd,Kepler-1194,b,Transit,Kepler-1194 b,1,0.94
59c8fea24fd6da387fd817fe,Kepler-1195,b,Transit,Kepler-1195 b,1,0.74
59c8fea24fd6da387fd817ff,Kepler-1196,b,Transit,Kepler-1196 b,1,0.98
59c8fea24fd6da387fd81800,Kepler-1197,b,Transit,Kepler-1197 b,1,0.78
59c8fea24fd6da387fd8181f,Kepler-1198,b,Transit,Kepler-1198 b,1,0.93
59c8fea24fd6da387fd81820,Kepler-1199,b,Transit,Kepler-1199 b,1,0.94
59c8fea24fd6da387fd81821,Kepler-12,b,Transit,Kepler-12 b,1,1.17
59c8fea24fd6da387fd81822,Kepler-120,b,Transit,Kepler-120 b,2,
59c8fea24fd6da387fd81823,Kepler-120,c,Transit,Kepler-120 c,2,
59c8fea24fd6da387fd81824,Kepler-1201,b,Transit,Kepler-1201 b,1,1.15
59c8fea24fd6da387fd81825,Kepler-1200,b,Transit,Kepler-1200 b,1,0.74
59c8fea24fd6da387fd81826,Kepler-1203,b,Transit,Kepler-1203 b,1,0.64
59c8fea24fd6da387fd81827,Kepler-1202,b,Transit,Kepler-1202 b,1,1.03
59c8fea24fd6da387fd81828,Kepler-1206,b,Transit,Kepler-1206 b,1,0.8
59c8fea24fd6da387fd81829,Kepler-1204,b,Transit,Kepler-1204 b,1,1.03
59c8fea24fd6da387fd8182a,Kepler-1205,b,Transit,Kepler-1205 b,1,0.84
59c8fea24fd6da387fd8182b,Kepler-1208,b,Transit,Kepler-1208 b,1,0.8
59c8fea24fd6da387fd8182c,Kepler-1209,b,Transit,Kepler-1209 b,1,1.23
59c8fea24fd6da387fd8182d,Kepler-1207,b,Transit,Kepler-1207 b,1,1.06
59c8fea24fd6da387fd8182e,Kepler-121,b,Transit,Kepler-121 b,2,
59c8fea24fd6da387fd8182f,Kepler-1210,b,Transit,Kepler-1210 b,1,0.94
59c8fea24fd6da387fd81830,Kepler-121,c,Transit,Kepler-121 c,2,
59c8fea24fd6da387fd81831,Kepler-1212,b,Transit,Kepler-1212 b,1,1.1
59c8fea24fd6da387fd81832,Kepler-1211,b,Transit,Kepler-1211 b,1,0.96
59c8fea24fd6da387fd81833,Kepler-1213,b,Transit,Kepler-1213 b,1,1.14
59c8fea24fd6da387fd81834,Kepler-1214,b,Transit,Kepler-1214 b,1,0.85
59c8fea24fd6da387fd81835,Kepler-1215,b,Transit,Kepler-1215 b,1,0.95
59c8fea24fd6da387fd81836,Kepler-1217,b,Transit,Kepler-1217 b,1,1.06
59c8fea24fd6da387fd81837,Kepler-1216,b,Transit,Kepler-1216 b,1,0.99
59c8fea24fd6da387fd81838,Kepler-1218,b,Transit,Kepler-1218 b,1,1.06
59c8fea24fd6da387fd81839,Kepler-1219,b,Transit,Kepler-1219 b,1,1.25
59c8fea24fd6da387fd8183a,Kepler-122,d,Transit,Kepler-122 d,5,0.99
59c8fea24fd6da387fd8183b,Kepler-122,f,Transit Timing Variations,Kepler-122 f,5,0.99
59c8fea24fd6da387fd8183c,Kepler-1220,b,Transit,Kepler-1220 b,1,1
59c8fea24fd6da387fd8183d,Kepler-122,b,Transit,Kepler-122 b,5,0.99
59c8fea24fd6da387fd8183e,Kepler-122,c,Transit,Kepler-122 c,5,0.99
59c8fea24fd6da387fd8183f,Kepler-122,e,Transit,Kepler-122 e,5,0.99
59c8fea24fd6da387fd81840,Kepler-1223,b,Transit,Kepler-1223 b,1,0.8
59c8fea24fd6da387fd81841,Kepler-1221,b,Transit,Kepler-1221 b,1,0.87
59c8fea24fd6da387fd81842,Kepler-1225,b,Transit,Kepler-1225 b,1,1.13
59c8fea24fd6da387fd81843,Kepler-1224,b,Transit,Kepler-1224 b,1,1.18
59c8fea24fd6da387fd81844,Kepler-1222,b,Transit,Kepler-1222 b,1,0.84
59c8fea24fd6da387fd81845,Kepler-1229,b,Transit,Kepler-1229 b,1,0.54
59c8fea24fd6da387fd81846,Kepler-123,b,Transit,Kepler-123 b,2,1.03
59c8fea24fd6da387fd81847,Kepler-123,c,Transit,Kepler-123 c,2,1.03
59c8fea24fd6da387fd81848,Kepler-1230,b,Transit,Kepler-1230 b,1,1.06
59c8fea24fd6da387fd81849,Kepler-1231,b,Transit,Kepler-1231 b,1,1.01
59c8fea24fd6da387fd8184a,Kepler-1232,b,Transit,Kepler-1232 b,1,0.92
59c8fea24fd6da387fd8184b,Kepler-1226,b,Transit,Kepler-1226 b,1,1.02
59c8fea24fd6da387fd8184c,Kepler-1233,b,Transit,Kepler-1233 b,1,1.16
59c8fea24fd6da387fd8184d,Kepler-1234,b,Transit,Kepler-1234 b,1,0.8
59c8fea24fd6da387fd8184e,Kepler-1235,b,Transit,Kepler-1235 b,1,0.93
59c8fea24fd6da387fd8184f,Kepler-1238,b,Transit,Kepler-1238 b,1,1.3
59c8fea24fd6da387fd81850,Kepler-1236,b,Transit,Kepler-1236 b,1,0.86
59c8fea24fd6da387fd81851,Kepler-1237,b,Transit,Kepler-1237 b,1,0.94
59c8fea24fd6da387fd81852,Kepler-1239,b,Transit,Kepler-1239 b,1,1.4
59c8fea24fd6da387fd81853,Kepler-124,b,Transit,Kepler-124 b,3,
59c8fea24fd6da387fd81854,Kepler-124,c,Transit,Kepler-124 c,3,
59c8fea24fd6da387fd81855,Kepler-124,d,Transit,Kepler-124 d,3,
59c8fea24fd6da387fd81856,Kepler-1240,b,Transit,Kepler-1240 b,1,0.98
59c8fea24fd6da387fd81857,Kepler-1227,b,Transit,Kepler-1227 b,1,0.97
59c8fea24fd6da387fd81858,Kepler-1241,b,Transit,Kepler-1241 b,1,0.84
59c8fea24fd6da387fd81859,Kepler-1242,b,Transit,Kepler-1242 b,1,0.77
59c8fea24fd6da387fd8185a,Kepler-1243,b,Transit,Kepler-1243 b,1,0.96
59c8fea24fd6da387fd8185b,Kepler-1228,b,Transit,Kepler-1228 b,1,0.78
59c8fea24fd6da387fd8185c,Kepler-1247,b,Transit,Kepler-1247 b,1,0.86
59c8fea24fd6da387fd8185d,Kepler-1245,c,Transit,Kepler-1245 c,2,0.86
59c8fea24fd6da387fd8185e,Kepler-1245,b,Transit,Kepler-1245 b,2,0.86
59c8fea24fd6da387fd8185f,Kepler-1244,b,Transit,Kepler-1244 b,1,1.46
59c8fea24fd6da387fd81860,Kepler-1246,b,Transit,Kepler-1246 b,1,0.73
59c8fea24fd6da387fd81861,Kepler-1248,b,Transit,Kepler-1248 b,1,1.21
59c8fea24fd6da387fd81862,Kepler-125,c,Transit,Kepler-125 c,2,0.55
59c8fea24fd6da387fd81863,Kepler-1249,b,Transit,Kepler-1249 b,1,1.19
59c8fea24fd6da387fd81864,Kepler-125,b,Transit,Kepler-125 b,2,0.55
59c8fea24fd6da387fd81865,Kepler-1250,b,Transit,Kepler-1250 b,1,0.99
59c8fea24fd6da387fd81866,Kepler-1251,b,Transit,Kepler-1251 b,1,0.92
59c8fea24fd6da387fd81867,Kepler-1252,b,Transit,Kepler-1252 b,1,1.06
59c8fea24fd6da387fd81868,Kepler-1253,b,Transit,Kepler-1253 b,1,0.97
59c8fea24fd6da387fd81869,Kepler-1254,b,Transit,Kepler-1254 b,3,0.78
59c8fea24fd6da387fd8186a,Kepler-1254,c,Transit,Kepler-1254 c,3,0.78
59c8fea24fd6da387fd8186b,Kepler-1256,b,Transit,Kepler-1256 b,1,1.17
59c8fea24fd6da387fd8186c,Kepler-1257,b,Transit,Kepler-1257 b,1,0.9
59c8fea24fd6da387fd8186d,Kepler-1254,d,Transit,Kepler-1254 d,3,0.78
59c8fea24fd6da387fd8186e,Kepler-1255,b,Transit,Kepler-1255 b,1,1.08
59c8fea24fd6da387fd8186f,Kepler-1258,b,Transit,Kepler-1258 b,1,0.99
59c8fea24fd6da387fd81870,Kepler-126,b,Transit,Kepler-126 b,3,
59c8fea24fd6da387fd81871,Kepler-1259,b,Transit,Kepler-1259 b,1,0.8
59c8fea24fd6da387fd81872,Kepler-126,c,Transit,Kepler-126 c,3,
59c8fea24fd6da387fd81873,Kepler-126,d,Transit,Kepler-126 d,3,
59c8fea24fd6da387fd81874,Kepler-1260,b,Transit,Kepler-1260 b,1,1.06
59c8fea24fd6da387fd81875,Kepler-1261,b,Transit,Kepler-1261 b,1,0.82
59c8fea24fd6da387fd81876,Kepler-1262,b,Transit,Kepler-1262 b,1,0.99
59c8fea24fd6da387fd81877,Kepler-1263,b,Transit,Kepler-1263 b,1,0.84
59c8fea24fd6da387fd81878,Kepler-1265,b,Transit,Kepler-1265 b,1,0.71
59c8fea24fd6da387fd81879,Kepler-1264,b,Transit,Kepler-1264 b,1,0.99
59c8fea24fd6da387fd8187a,Kepler-1266,b,Transit,Kepler-1266 b,1,0.8
59c8fea24fd6da387fd8187b,Kepler-1267,b,Transit,Kepler-1267 b,1,1.15
59c8fea24fd6da387fd8187c,Kepler-1268,b,Transit,Kepler-1268 b,1,1.06
59c8fea24fd6da387fd8187d,Kepler-127,b,Transit,Kepler-127 b,3,
59c8fea24fd6da387fd8187e,Kepler-1269,b,Transit,Kepler-1269 b,1,1.1
59c8fea24fd6da387fd8187f,Kepler-127,c,Transit,Kepler-127 c,3,
59c8fea24fd6da387fd81880,Kepler-1270,b,Transit,Kepler-1270 b,1,1.28
59c8fea24fd6da387fd81881,Kepler-127,d,Transit,Kepler-127 d,3,
59c8fea24fd6da387fd81882,Kepler-1271,b,Transit,Kepler-1271 b,1,1.13
59c8fea24fd6da387fd81883,Kepler-1272,b,Transit,Kepler-1272 b,1,1.06
59c8fea24fd6da387fd81884,Kepler-1274,b,Transit,Kepler-1274 b,1,1.45
59c8fea24fd6da387fd81885,Kepler-1273,b,Transit,Kepler-1273 b,1,0.94
59c8fea24fd6da387fd81886,Kepler-1275,b,Transit,Kepler-1275 b,1,1.23
59c8fea24fd6da387fd81887,Kepler-1277,b,Transit,Kepler-1277 b,1,0.94
59c8fea24fd6da387fd81888,Kepler-1276,b,Transit,Kepler-1276 b,1,1.14
59c8fea24fd6da387fd81889,Kepler-1278,b,Transit,Kepler-1278 b,1,1.11
59c8fea24fd6da387fd8188a,Kepler-1279,b,Transit,Kepler-1279 b,1,1.21
59c8fea24fd6da387fd8188b,Kepler-128,b,Transit,Kepler-128 b,2,1.18
59c8fea24fd6da387fd8188c,Kepler-128,c,Transit,Kepler-128 c,2,1.18
59c8fea24fd6da387fd8188d,Kepler-1280,b,Transit,Kepler-1280 b,1,1.2
59c8fea24fd6da387fd8188e,Kepler-1281,b,Transit,Kepler-1281 b,1,0.87
59c8fea24fd6da387fd8188f,Kepler-1282,b,Transit,Kepler-1282 b,1,0.92
59c8fea24fd6da387fd81890,Kepler-1283,b,Transit,Kepler-1283 b,1,1.16
59c8fea24fd6da387fd81891,Kepler-1284,b,Transit,Kepler-1284 b,1,0.84
59c8fea24fd6da387fd81892,Kepler-1285,b,Transit,Kepler-1285 b,1,1.2
59c8fea24fd6da387fd81893,Kepler-1286,b,Transit,Kepler-1286 b,1,1
59c8fea24fd6da387fd81894,Kepler-1287,b,Transit,Kepler-1287 b,1,0.96
59c8fea24fd6da387fd81895,Kepler-1289,b,Transit,Kepler-1289 b,1,1.1
59c8fea24fd6da387fd81896,Kepler-1288,b,Transit,Kepler-1288 b,1,1.2
59c8fea24fd6da387fd81897,Kepler-129,b,Transit,Kepler-129 b,2,1.18
59c8fea24fd6da387fd81898,Kepler-129,c,Transit,Kepler-129 c,2,1.18
59c8fea24fd6da387fd81899,Kepler-1290,b,Transit,Kepler-1290 b,1,0.95
59c8fea24fd6da387fd8189a,Kepler-1292,b,Transit,Kepler-1292 b,1,0.95
59c8fea24fd6da387fd8189b,Kepler-1291,b,Transit,Kepler-1291 b,1,0.84
59c8fea24fd6da387fd8189c,Kepler-1293,b,Transit,Kepler-1293 b,1,1.18
59c8fea24fd6da387fd8189d,Kepler-1294,b,Transit,Kepler-1294 b,1,0.99
59c8fea24fd6da387fd8189e,Kepler-1297,b,Transit,Kepler-1297 b,1,0.99
59c8fea24fd6da387fd8189f,Kepler-1296,b,Transit,Kepler-1296 b,1,0.87
59c8fea24fd6da387fd818a0,Kepler-1298,b,Transit,Kepler-1298 b,1,1.45
59c8fea24fd6da387fd818a1,Kepler-1299,b,Transit,Kepler-1299 b,1,0.94
59c8fea24fd6da387fd818a2,Kepler-1295,b,Transit,Kepler-1295 b,1,0.92
59c8fea24fd6da387fd818a3,Kepler-130,d,Transit,Kepler-130 d,3,1
59c8fea24fd6da387fd818a4,Kepler-1301,b,Transit,Kepler-1301 b,1,0.85
59c8fea24fd6da387fd818a5,Kepler-1300,b,Transit,Kepler-1300 b,1,1.29
59c8fea24fd6da387fd818a6,Kepler-130,b,Transit,Kepler-130 b,3,1
59c8fea24fd6da387fd818a7,Kepler-1302,b,Transit,Kepler-1302 b,1,0.86
59c8fea24fd6da387fd818a8,Kepler-1304,b,Transit,Kepler-1304 b,1,0.85
59c8fea24fd6da387fd818a9,Kepler-1305,b,Transit,Kepler-1305 b,1,0.97
59c8fea24fd6da387fd818aa,Kepler-1306,b,Transit,Kepler-1306 b,1,0.98
59c8fea24fd6da387fd818ab,Kepler-1303,b,Transit,Kepler-1303 b,1,1.01
59c8fea24fd6da387fd818ac,Kepler-130,c,Transit,Kepler-130 c,3,1
59c8fea24fd6da387fd818ad,Kepler-1307,b,Transit,Kepler-1307 b,1,1.06
59c8fea24fd6da387fd818ae,Kepler-1308,b,Transit,Kepler-1308 b,1,0.35
59c8fea24fd6da387fd818af,Kepler-1309,b,Transit,Kepler-1309 b,1,0.85
59c8fea24fd6da387fd818b0,Kepler-131,b,Transit,Kepler-131 b,2,1.02
59c8fea24fd6da387fd818b1,Kepler-131,c,Transit,Kepler-131 c,2,1.02
59c8fea24fd6da387fd818b2,Kepler-1310,b,Transit,Kepler-1310 b,1,0.91
59c8fea24fd6da387fd818b3,Kepler-1311,c,Transit,Kepler-1311 c,2,1.05
59c8fea24fd6da387fd818b4,Kepler-1311,b,Transit,Kepler-1311 b,2,1.05
59c8fea24fd6da387fd818b5,Kepler-1312,b,Transit,Kepler-1312 b,1,0.99
59c8fea24fd6da387fd818b6,Kepler-1313,b,Transit,Kepler-1313 b,1,0.92
59c8fea24fd6da387fd818b7,Kepler-1314,b,Transit,Kepler-1314 b,1,0.6
59c8fea24fd6da387fd818b8,Kepler-1315,b,Transit,Kepler-1315 b,1,0.8
59c8fea24fd6da387fd818b9,Kepler-1316,b,Transit,Kepler-1316 b,1,1.04
59c8fea24fd6da387fd818ba,Kepler-1317,b,Transit,Kepler-1317 b,1,0.83
59c8fea24fd6da387fd818bb,Kepler-1318,b,Transit,Kepler-1318 b,1,0.73
59c8fea24fd6da387fd818bc,Kepler-1319,b,Transit,Kepler-1319 b,1,0.56
59c8fea24fd6da387fd818bd,Kepler-132,b,Transit,Kepler-132 b,4,
59c8fea24fd6da387fd818be,Kepler-132,c,Transit,Kepler-132 c,4,
59c8fea24fd6da387fd818bf,Kepler-132,d,Transit,Kepler-132 d,4,
59c8fea24fd6da387fd818c0,Kepler-132,e,Transit,Kepler-132 e,4,
59c8fea24fd6da387fd818c1,Kepler-1320,b,Transit,Kepler-1320 b,1,0.8
59c8fea24fd6da387fd818c2,Kepler-1321,b,Transit,Kepler-1321 b,2,0.54
59c8fea24fd6da387fd818c3,Kepler-1321,c,Transit,Kepler-1321 c,2,0.54
59c8fea24fd6da387fd818c4,Kepler-1322,b,Transit,Kepler-1322 b,1,0.9
59c8fea24fd6da387fd818c5,Kepler-1323,b,Transit,Kepler-1323 b,1,1.18
59c8fea24fd6da387fd818c6,Kepler-1324,b,Transit,Kepler-1324 b,1,0.78
59c8fea24fd6da387fd818c7,Kepler-1326,b,Transit,Kepler-1326 b,1,1.45
59c8fea24fd6da387fd818c8,Kepler-1325,b,Transit,Kepler-1325 b,1,0.93
59c8fea24fd6da387fd818c9,Kepler-1327,b,Transit,Kepler-1327 b,1,1.02
59c8fea24fd6da387fd818ca,Kepler-1328,b,Transit,Kepler-1328 b,1,1
59c8fea24fd6da387fd818cb,Kepler-1329,b,Transit,Kepler-1329 b,1,0.72
59c8fea24fd6da387fd818cc,Kepler-133,b,Transit,Kepler-133 b,2,
59c8fea24fd6da387fd818cd,Kepler-133,c,Transit,Kepler-133 c,2,
59c8fea24fd6da387fd818ce,Kepler-1332,b,Transit,Kepler-1332 b,1,0.95
59c8fea24fd6da387fd818cf,Kepler-1331,b,Transit,Kepler-1331 b,1,0.72
59c8fea24fd6da387fd818d0,Kepler-1333,b,Transit,Kepler-1333 b,1,0.94
59c8fea24fd6da387fd818d1,Kepler-1330,b,Transit,Kepler-1330 b,1,0.97
59c8fea24fd6da387fd818d2,Kepler-1335,b,Transit,Kepler-1335 b,1,0.77
59c8fea24fd6da387fd818d3,Kepler-1334,b,Transit,Kepler-1334 b,1,0.94
59c8fea24fd6da387fd818d4,Kepler-1336,b,Transit,Kepler-1336 b,2,0.94
59c8fea24fd6da387fd818d5,Kepler-1336,c,Transit,Kepler-1336 c,2,0.94
59c8fea24fd6da387fd818d6,Kepler-1337,b,Transit,Kepler-1337 b,1,0.7
59c8fea24fd6da387fd818d7,Kepler-1338,b,Transit,Kepler-1338 b,1,1.04
59c8fea24fd6da387fd818d8,Kepler-1339,b,Transit,Kepler-1339 b,1,0.94
59c8fea24fd6da387fd818d9,Kepler-134,b,Transit,Kepler-134 b,2,
59c8fea24fd6da387fd818da,Kepler-134,c,Transit,Kepler-134 c,2,
59c8fea24fd6da387fd818db,Kepler-1340,b,Transit,Kepler-1340 b,1,1.27
59c8fea24fd6da387fd818dc,Kepler-1341,b,Transit,Kepler-1341 b,1,0.79
59c8fea24fd6da387fd818dd,Kepler-1342,b,Transit,Kepler-1342 b,1,0.93
59c8fea24fd6da387fd818de,Kepler-1343,b,Transit,Kepler-1343 b,1,0.95
59c8fea24fd6da387fd818e0,Kepler-1344,b,Transit,Kepler-1344 b,1,1.09
59c8fea24fd6da387fd818e1,Kepler-1345,b,Transit,Kepler-1345 b,1,1.32
59c8fea24fd6da387fd818e2,Kepler-1346,b,Transit,Kepler-1346 b,1,1.14
59c8fea24fd6da387fd818e3,Kepler-1347,b,Transit,Kepler-1347 b,1,0.82
59c8fea24fd6da387fd818e4,Kepler-1348,b,Transit,Kepler-1348 b,1,1.04
59c8fea24fd6da387fd818e5,Kepler-135,b,Transit,Kepler-135 b,2,
59c8fea24fd6da387fd818e6,Kepler-1350,b,Transit,Kepler-1350 b,2,0.55
59c8fea24fd6da387fd818e7,Kepler-135,c,Transit,Kepler-135 c,2,
59c8fea24fd6da387fd818e8,Kepler-1349,b,Transit,Kepler-1349 b,1,1.16
59c8fea24fd6da387fd818e9,Kepler-1350,c,Transit,Kepler-1350 c,2,0.55
59c8fea24fd6da387fd818ea,Kepler-1351,b,Transit,Kepler-1351 b,1,0.7
59c8fea24fd6da387fd818eb,Kepler-1353,b,Transit,Kepler-1353 b,1,0.76
59c8fea24fd6da387fd818ec,Kepler-1352,b,Transit,Kepler-1352 b,1,1.11
59c8fea24fd6da387fd818ed,Kepler-1354,b,Transit,Kepler-1354 b,1,1.16
59c8fea24fd6da387fd818ee,Kepler-1355,b,Transit,Kepler-1355 b,1,0.88
59c8fea24fd6da387fd818ef,Kepler-1356,b,Transit,Kepler-1356 b,1,0.82
59c8fea24fd6da387fd818f0,Kepler-1357,b,Transit,Kepler-1357 b,1,0.93
59c8fea24fd6da387fd818f1,Kepler-1358,b,Transit,Kepler-1358 b,1,0.82
59c8fea24fd6da387fd818f2,Kepler-1359,b,Transit,Kepler-1359 b,1,0.78
59c8fea24fd6da387fd818f3,Kepler-136,b,Transit,Kepler-136 b,2,1.2
59c8fea24fd6da387fd818f4,Kepler-136,c,Transit,Kepler-136 c,2,1.2
59c8fea24fd6da387fd818f5,Kepler-1360,b,Transit,Kepler-1360 b,1,1.51
59c8fea24fd6da387fd818f6,Kepler-1361,b,Transit,Kepler-1361 b,1,0.83
59c8fea24fd6da387fd818f7,Kepler-1362,b,Transit,Kepler-1362 b,1,0.8
59c8fea24fd6da387fd818f8,Kepler-1363,b,Transit,Kepler-1363 b,1,0.76
59c8fea24fd6da387fd818f9,Kepler-1364,b,Transit,Kepler-1364 b,1,1.49
59c8fea24fd6da387fd818fa,Kepler-1365,b,Transit,Kepler-1365 b,2,1
59c8fea24fd6da387fd818fb,Kepler-1365,c,Transit,Kepler-1365 c,2,1
59c8fea24fd6da387fd818fc,Kepler-1366,b,Transit,Kepler-1366 b,1,0.62
59c8fea24fd6da387fd818fd,Kepler-1367,b,Transit,Kepler-1367 b,1,0.62
59c8fea24fd6da387fd818fe,Kepler-1368,b,Transit,Kepler-1368 b,1,1.07
59c8fea24fd6da387fd818ff,Kepler-1369,b,Transit,Kepler-1369 b,1,0.99
59c8fea24fd6da387fd81900,Kepler-137,b,Transit,Kepler-137 b,2,
59c8fea24fd6da387fd81901,Kepler-1370,b,Transit,Kepler-1370 b,2,1.19
59c8fea24fd6da387fd81902,Kepler-1370,c,Transit,Kepler-1370 c,2,1.19
59c8fea24fd6da387fd81903,Kepler-137,c,Transit,Kepler-137 c,2,
59c8fea24fd6da387fd81904,Kepler-1371,b,Transit,Kepler-1371 b,2,0.87
59c8fea24fd6da387fd81905,Kepler-1371,c,Transit,Kepler-1371 c,2,0.87
59c8fea24fd6da387fd81906,Kepler-1372,b,Transit,Kepler-1372 b,1,0.98
59c8fea24fd6da387fd81907,Kepler-1374,b,Transit,Kepler-1374 b,1,0.85
59c8fea24fd6da387fd81908,Kepler-1373,b,Transit,Kepler-1373 b,1,1.22
59c8fea24fd6da387fd81909,Kepler-1375,b,Transit,Kepler-1375 b,1,1.47
59c8fea24fd6da387fd8190a,Kepler-1376,b,Transit,Kepler-1376 b,1,0.98
59c8fea24fd6da387fd8190b,Kepler-1378,b,Transit,Kepler-1378 b,1,0.7
59c8fea24fd6da387fd8190c,Kepler-1379,b,Transit,Kepler-1379 b,1,0.83
59c8fea24fd6da387fd8190d,Kepler-138,b,Transit,Kepler-138 b,3,0.52
59c8fea24fd6da387fd8190e,Kepler-1377,b,Transit,Kepler-1377 b,1,0.86
59c8fea24fd6da387fd8190f,Kepler-138,d,Transit,Kepler-138 d,3,0.52
59c8fea24fd6da387fd81910,Kepler-138,c,Transit,Kepler-138 c,3,0.52
59c8fea24fd6da387fd81911,Kepler-1380,b,Transit,Kepler-1380 b,1,0.96
59c8fea24fd6da387fd81912,Kepler-1381,b,Transit,Kepler-1381 b,1,0.96
59c8fea24fd6da387fd81913,Kepler-1382,b,Transit,Kepler-1382 b,1,1.36
59c8fea24fd6da387fd81914,Kepler-1383,b,Transit,Kepler-1383 b,1,1.26
59c8fea24fd6da387fd81915,Kepler-1384,b,Transit,Kepler-1384 b,1,0.78
59c8fea24fd6da387fd81916,Kepler-1385,b,Transit,Kepler-1385 b,1,1.15
59c8fea24fd6da387fd81917,Kepler-1386,b,Transit,Kepler-1386 b,1,1.02
59c8fea24fd6da387fd81918,Kepler-1387,b,Transit,Kepler-1387 b,1,0.82
59c8fea24fd6da387fd81919,Kepler-1388,b,Transit,Kepler-1388 b,4,0.63
59c8fea24fd6da387fd8191a,Kepler-1388,c,Transit,Kepler-1388 c,4,0.63
59c8fea24fd6da387fd8191b,Kepler-1388,d,Transit,Kepler-1388 d,4,0.63
59c8fea24fd6da387fd8191c,Kepler-1388,e,Transit,Kepler-1388 e,4,0.63
59c8fea24fd6da387fd8191d,Kepler-1389,b,Transit,Kepler-1389 b,1,0.81
59c8fea24fd6da387fd8191e,Kepler-139,b,Transit,Kepler-139 b,2,1.08
59c8fea24fd6da387fd8191f,Kepler-1390,b,Transit,Kepler-1390 b,1,0.98
59c8fea24fd6da387fd81921,Kepler-139,c,Transit,Kepler-139 c,2,1.08
59c8fea24fd6da387fd81922,Kepler-1391,b,Transit,Kepler-1391 b,1,1.03
59c8fea24fd6da387fd81923,Kepler-1392,b,Transit,Kepler-1392 b,1,0.88
59c8fea24fd6da387fd81924,Kepler-1393,b,Transit,Kepler-1393 b,1,0.95
59c8fea24fd6da387fd81925,Kepler-1395,b,Transit,Kepler-1395 b,1,1.17
59c8fea24fd6da387fd81926,Kepler-1394,b,Transit,Kepler-1394 b,1,1.64
59c8fea24fd6da387fd81927,Kepler-1396,b,Transit,Kepler-1396 b,1,1.18
59c8fea24fd6da387fd81928,Kepler-1398,b,Transit,Kepler-1398 b,2,1.13
59c8fea24fd6da387fd81929,Kepler-1397,b,Transit,Kepler-1397 b,1,1.09
59c8fea24fd6da387fd8192a,Kepler-1398,c,Transit,Kepler-1398 c,2,1.13
59c8fea24fd6da387fd8192b,Kepler-1399,b,Transit,Kepler-1399 b,1,0.97
59c8fea24fd6da387fd8192c,Kepler-14,b,Transit,Kepler-14 b,1,1.51
59c8fea24fd6da387fd8192d,Kepler-140,b,Transit,Kepler-140 b,2,
59c8fea24fd6da387fd8192e,Kepler-140,c,Transit,Kepler-140 c,2,
59c8fea24fd6da387fd8192f,Kepler-1400,b,Transit,Kepler-1400 b,1,0.83
59c8fea24fd6da387fd81930,Kepler-1403,b,Transit,Kepler-1403 b,1,1.11
59c8fea24fd6da387fd81931,Kepler-1402,b,Transit,Kepler-1402 b,1,0.9
59c8fea24fd6da387fd81932,Kepler-1401,b,Transit,Kepler-1401 b,1,1.07
59c8fea24fd6da387fd81933,Kepler-1404,b,Transit,Kepler-1404 b,1,0.84
59c8fea24fd6da387fd81934,Kepler-1405,b,Transit,Kepler-1405 b,1,1.05
59c8fea24fd6da387fd81935,Kepler-1406,b,Transit,Kepler-1406 b,1,1.05
59c8fea24fd6da387fd81936,Kepler-1407,b,Transit,Kepler-1407 b,1,1.1
59c8fea24fd6da387fd81937,Kepler-1409,b,Transit,Kepler-1409 b,1,0.83
59c8fea24fd6da387fd81938,Kepler-1408,b,Transit,Kepler-1408 b,1,1.21
59c8fea24fd6da387fd81939,Kepler-141,b,Transit,Kepler-141 b,2,1
59c8fea24fd6da387fd8193a,Kepler-141,c,Transit,Kepler-141 c,2,1
59c8fea24fd6da387fd8193b,Kepler-1410,b,Transit,Kepler-1410 b,1,0.63
