_id,system.name,system.planet.letter,system.planet.discovery_method,system.planet.name,system.numbers_of_planets,system.star_solar_masses
59c8fea24fd6da387fd816b9,K2-25,b,Transit,K2-25 b,1,0.29
59c8fea24fd6da387fd816ba,K2-27,b,Transit,K2-27 b,1,0.89
59c8fea24fd6da387fd816bb,K2-26,b,Transit,K2-26 b,1,0.56
59c8fea24fd6da387fd816bc,K2-28,b,Transit,K2-28 b,1,0.26
59c8fea24fd6da387fd816bd,K2-29,b,Transit,K2-29 b,1,0.94
59c8fea24fd6da387fd816be,K2-3,b,Transit,K2-3 b,3,0.61
59c8fea24fd6da387fd816bf,K2-3,c,Transit,K2-3 c,3,0.61
59c8fea24fd6da387fd816c0,K2-3,d,Transit,K2-3 d,3,0.61
59c8fea24fd6da387fd816c1,K2-30,b,Transit,K2-30 b,1,0.9
59c8fea24fd6da387fd816c2,K2-31,b,Transit,K2-31 b,1,1
59c8fea24fd6da387fd816c3,K2-32,c,Transit,K2-32 c,3,0.87
59c8fea24fd6da387fd816c4,K2-32,d,Transit,K2-32 d,3,0.87
59c8fea24fd6da387fd816c5,K2-4,b,Transit,K2-4 b,1,0.63
59c8fea24fd6da387fd816c6,K2-34,b,Transit,K2-34 b,1,1.31
59c8fea24fd6da387fd816c7,K2-5,b,Transit,K2-5 b,2,0.53
59c8fea24fd6da387fd816c8,K2-5,c,Transit,K2-5 c,2,0.53
59c8fea24fd6da387fd816c9,K2-6,b,Transit,K2-6 b,1,0.97
59c8fea24fd6da387fd816ca,K2-8,b,Transit,K2-8 b,1,0.79
59c8fea24fd6da387fd816cb,K2-7,b,Transit,K2-7 b,1,0.97
59c8fea24fd6da387fd816cc,K2-32,b,Transit,K2-32 b,3,0.87
59c8fea24fd6da387fd816cd,K2-9,b,Transit,K2-9 b,1,0.3
59c8fea24fd6da387fd816ce,KELT-10,b,Transit,KELT-10 b,1,1.11
59c8fea24fd6da387fd816cf,KELT-2 A,b,Transit,KELT-2 A b,1,1.31
59c8fea24fd6da387fd816d0,KELT-3,b,Transit,KELT-3 b,1,1.28
59c8fea24fd6da387fd816d1,KELT-6,b,Transit,KELT-6 b,2,1.13
59c8fea24fd6da387fd816d2,KELT-4 A,b,Transit,KELT-4 A b,1,1.2
59c8fea24fd6da387fd816d3,KELT-1,b,Transit,KELT-1 b,1,1.32
59c8fea24fd6da387fd816d4,KELT-14,b,Transit,KELT-14 b,1,1.18
59c8fea24fd6da387fd816d5,KELT-15,b,Transit,KELT-15 b,1,1.18
59c8fea24fd6da387fd816d6,KELT-6,c,Radial Velocity,KELT-6 c,2,1.13
59c8fea24fd6da387fd816d7,KELT-7,b,Transit,KELT-7 b,1,1.53
59c8fea24fd6da387fd816d8,KIC 10001893,b,Orbital Brightness Modulation,KIC 10001893 b,3,
59c8fea24fd6da387fd816d9,KIC 10001893,c,Orbital Brightness Modulation,KIC 10001893 c,3,
59c8fea24fd6da387fd816da,KELT-8,b,Transit,KELT-8 b,1,1.21
59c8fea24fd6da387fd816db,KIC 10001893,d,Orbital Brightness Modulation,KIC 10001893 d,3,
59c8fea24fd6da387fd816dc,KIC 8540376,b,Transit,KIC 8540376 b,2,1.04
59c8fea24fd6da387fd816dd,KIC 8540376,c,Transit,KIC 8540376 c,2,1.04
59c8fea24fd6da387fd816de,KOI-13,b,Transit,KOI-13 b,1,1.72
59c8fea24fd6da387fd816df,KOI-12,b,Transit,KOI-12 b,1,1.45
59c8fea24fd6da387fd816e0,KOI-217,b,Transit,KOI-217 b,1,0.95
59c8fea24fd6da387fd816e1,KOI-351,b,Transit,KOI-351 b,7,1.2
59c8fea24fd6da387fd816e2,KOI-351,c,Transit,KOI-351 c,7,1.2
59c8fea24fd6da387fd816e3,KIC 9663113,b,Transit,KIC 9663113 b,1,0.98
59c8fea24fd6da387fd816e4,KOI-142,b,Transit,KOI-142 b,2,0.96
59c8fea24fd6da387fd816e5,KIC 3558849,b,Transit,KIC 3558849 b,1,0.98
59c8fea24fd6da387fd816e6,KIC 5951458,b,Transit,KIC 5951458 b,1,0.98
59c8fea24fd6da387fd816e7,KIC 10525077,b,Transit,KIC 10525077 b,1,1.01
59c8fea24fd6da387fd816e8,KIC 5437945,b,Transit,KIC 5437945 b,2,1.07
59c8fea24fd6da387fd816e9,KOI-351,d,Transit,KOI-351 d,7,1.2
59c8fea24fd6da387fd816ea,KOI-142,c,Transit Timing Variations,KOI-142 c,2,0.96
59c8fea24fd6da387fd816eb,KOI-351,g,Transit,KOI-351 g,7,1.2
59c8fea24fd6da387fd816ec,KOI-351,h,Transit,KOI-351 h,7,1.2
59c8fea24fd6da387fd816ed,KOI-351,e,Transit,KOI-351 e,7,1.2
59c8fea24fd6da387fd816ee,KOI-55,b,Orbital Brightness Modulation,KOI-55 b,2,0.5
59c8fea24fd6da387fd816ef,KOI-351,f,Transit,KOI-351 f,7,1.2
59c8fea24fd6da387fd816f0,KOI-94,b,Transit,KOI-94 b,4,1.28
59c8fea24fd6da387fd816f1,KOI-94,d,Transit,KOI-94 d,4,1.28
59c8fea24fd6da387fd816f2,KOI-55,c,Orbital Brightness Modulation,KOI-55 c,2,0.5
59c8fea24fd6da387fd816f3,KOI-94,c,Transit,KOI-94 c,4,1.28
59c8fea24fd6da387fd816f4,KOI-94,e,Transit,KOI-94 e,4,1.28
59c8fea24fd6da387fd816f5,Kepler-10,b,Transit,Kepler-10 b,2,0.91
59c8fea24fd6da387fd816f6,Kapteyn,c,Radial Velocity,Kapteyn c,1,0.28
59c8fea24fd6da387fd816f7,Kepler-10,c,Transit,Kepler-10 c,2,0.91
59c8fea24fd6da387fd816f8,Kepler-100,b,Transit,Kepler-100 b,3,1.08
59c8fea24fd6da387fd816f9,Kepler-1000,b,Transit,Kepler-1000 b,1,1.4
59c8fea24fd6da387fd816fa,Kepler-100,c,Transit,Kepler-100 c,3,1.08
59c8fea24fd6da387fd816fb,Kepler-100,d,Transit,Kepler-100 d,3,1.08
59c8fea24fd6da387fd816fc,Kepler-1001,b,Transit,Kepler-1001 b,1,0.9
59c8fea24fd6da387fd816fd,Kepler-1002,b,Transit,Kepler-1002 b,1,1.22
59c8fea24fd6da387fd816fe,Kepler-1006,b,Transit,Kepler-1006 b,1,0.78
59c8fea24fd6da387fd816ff,Kepler-1008,b,Transit,Kepler-1008 b,1,0.81
59c8fea24fd6da387fd81700,Kepler-1009,b,Transit,Kepler-1009 b,1,0.59
59c8fea24fd6da387fd81701,Kepler-1007,b,Transit,Kepler-1007 b,1,0.73
59c8fea24fd6da387fd81702,Kepler-101,c,Transit,Kepler-101 c,2,1.17
59c8fea24fd6da387fd81703,Kepler-1003,b,Transit,Kepler-1003 b,1,1.11
59c8fea24fd6da387fd81704,Kepler-1011,b,Transit,Kepler-1011 b,1,0.91
59c8fea24fd6da387fd81705,Kepler-1010,b,Transit,Kepler-1010 b,1,0.86
59c8fea24fd6da387fd81706,Kepler-1012,b,Transit,Kepler-1012 b,1,0.95
59c8fea24fd6da387fd81707,Kepler-1013,b,Transit,Kepler-1013 b,1,0.81
59c8fea24fd6da387fd81708,Kepler-1004,b,Transit,Kepler-1004 b,1,1.11
59c8fea24fd6da387fd81709,Kepler-1005,b,Transit,Kepler-1005 b,1,1
59c8fea24fd6da387fd8170a,Kepler-101,b,Transit,Kepler-101 b,2,1.17
59c8fea24fd6da387fd8170b,Kepler-1014,b,Transit,Kepler-1014 b,1,0.88
59c8fea24fd6da387fd8170c,Kepler-1017,b,Transit,Kepler-1017 b,1,0.93
59c8fea24fd6da387fd8170d,Kepler-1019,b,Transit,Kepler-1019 b,1,0.7
59c8fea24fd6da387fd8170e,Kepler-1018,b,Transit,Kepler-1018 b,1,0.91
59c8fea24fd6da387fd8170f,Kepler-1015,b,Transit,Kepler-1015 b,1,1.49
59c8fea24fd6da387fd81710,Kepler-1016,b,Transit,Kepler-1016 b,2,0.99
59c8fea24fd6da387fd81711,Kepler-102,c,Transit,Kepler-102 c,5,0.81
59c8fea24fd6da387fd81712,Kepler-102,d,Transit,Kepler-102 d,5,0.81
59c8fea24fd6da387fd81713,Kepler-1016,c,Transit,Kepler-1016 c,2,0.99
59c8fea24fd6da387fd81714,Kepler-102,f,Transit,Kepler-102 f,5,0.81
59c8fea24fd6da387fd81715,Kepler-1020,b,Transit,Kepler-1020 b,1,0.87
59c8fea24fd6da387fd81716,Kepler-102,e,Transit,Kepler-102 e,5,0.81
59c8fea24fd6da387fd81717,Kepler-1021,b,Transit,Kepler-1021 b,1,0.89
59c8fea24fd6da387fd81718,Kepler-1022,b,Transit,Kepler-1022 b,1,0.71
59c8fea24fd6da387fd81719,Kepler-1023,b,Transit,Kepler-1023 b,1,0.93
59c8fea24fd6da387fd8171a,Kepler-102,b,Transit,Kepler-102 b,5,0.81
59c8fea24fd6da387fd8171b,Kepler-1025,b,Transit,Kepler-1025 b,1,1.09
59c8fea24fd6da387fd8171c,Kepler-1024,b,Transit,Kepler-1024 b,1,0.81
59c8fea24fd6da387fd8171d,Kepler-1026,b,Transit,Kepler-1026 b,1,0.79
59c8fea24fd6da387fd8171e,Kepler-1027,b,Transit,Kepler-1027 b,1,0.91
59c8fea24fd6da387fd8171f,Kepler-1028,b,Transit,Kepler-1028 b,1,0.9
59c8fea24fd6da387fd81720,Kepler-1029,b,Transit,Kepler-1029 b,1,0.82
59c8fea24fd6da387fd81721,Kepler-103,b,Transit,Kepler-103 b,2,1.09
59c8fea24fd6da387fd81722,Kepler-103,c,Transit,Kepler-103 c,2,1.09
59c8fea24fd6da387fd81723,Kepler-1030,b,Transit,Kepler-1030 b,1,0.8
59c8fea24fd6da387fd81724,Kepler-1031,b,Transit,Kepler-1031 b,1,1.09
59c8fea24fd6da387fd81725,Kepler-1032,b,Transit,Kepler-1032 b,1,0.77
59c8fea24fd6da387fd81726,Kepler-1033,b,Transit,Kepler-1033 b,1,0.94
59c8fea24fd6da387fd81727,Kepler-1034,b,Transit,Kepler-1034 b,1,0.83
59c8fea24fd6da387fd81728,Kepler-1035,b,Transit,Kepler-1035 b,1,0.98
59c8fea24fd6da387fd81729,Kepler-1036,b,Transit,Kepler-1036 b,1,0.95
59c8fea24fd6da387fd8172a,Kepler-1037,b,Transit,Kepler-1037 b,1,0.82
59c8fea24fd6da387fd8172b,Kepler-1038,b,Transit,Kepler-1038 b,1,0.87
59c8fea24fd6da387fd8172c,Kepler-1039,b,Transit,Kepler-1039 b,1,0.79
59c8fea24fd6da387fd8172d,Kepler-104,b,Transit,Kepler-104 b,3,0.81
59c8fea24fd6da387fd8172e,Kepler-104,d,Transit,Kepler-104 d,3,0.81
59c8fea24fd6da387fd8172f,Kepler-1040,b,Transit,Kepler-1040 b,1,0.98
59c8fea24fd6da387fd81730,Kepler-104,c,Transit,Kepler-104 c,3,0.81
59c8fea24fd6da387fd81731,Kepler-1041,b,Transit,Kepler-1041 b,1,1.06
59c8fea24fd6da387fd81732,Kepler-1043,b,Transit,Kepler-1043 b,1,0.92
59c8fea24fd6da387fd81733,Kepler-1042,b,Transit,Kepler-1042 b,1,0.75
59c8fea24fd6da387fd81734,Kepler-1045,b,Transit,Kepler-1045 b,1,0.86
59c8fea24fd6da387fd81735,Kepler-1046,b,Transit,Kepler-1046 b,1,1.04
59c8fea24fd6da387fd81736,Kepler-1044,b,Transit,Kepler-1044 b,1,1.08
59c8fea24fd6da387fd81737,Kepler-1047,b,Transit,Kepler-1047 b,2,1.08
59c8fea24fd6da387fd81738,Kepler-1047,c,Transit,Kepler-1047 c,2,1.08
59c8fea24fd6da387fd81739,Kepler-1048,b,Transit,Kepler-1048 b,1,0.75
59c8fea24fd6da387fd8173a,Kepler-1049,b,Transit,Kepler-1049 b,1,0.51
59c8fea24fd6da387fd8173b,Kepler-105,b,Transit,Kepler-105 b,2,0.96
59c8fea24fd6da387fd8173c,Kepler-105,c,Transit,Kepler-105 c,2,0.96
59c8fea24fd6da387fd8173d,Kepler-1050,c,Transit,Kepler-1050 c,2,1.09
59c8fea24fd6da387fd8173e,Kepler-1050,b,Transit,Kepler-1050 b,2,1.09
59c8fea24fd6da387fd8173f,Kepler-1051,b,Transit,Kepler-1051 b,1,1.43
59c8fea24fd6da387fd81740,Kepler-1053,b,Transit,Kepler-1053 b,1,0.74
59c8fea24fd6da387fd81741,Kepler-1052,b,Transit,Kepler-1052 b,1,1.03
59c8fea24fd6da387fd81742,Kepler-1054,b,Transit,Kepler-1054 b,1,1.22
59c8fea24fd6da387fd81743,Kepler-1055,b,Transit,Kepler-1055 b,1,0.98
59c8fea24fd6da387fd81744,Kepler-1056,b,Transit,Kepler-1056 b,1,1.12
59c8fea24fd6da387fd81745,Kepler-1057,b,Transit,Kepler-1057 b,1,1.07
59c8fea24fd6da387fd81746,Kepler-1059,b,Transit,Kepler-1059 b,1,0.75
59c8fea24fd6da387fd81747,Kepler-1058,b,Transit,Kepler-1058 b,1,0.73
59c8fea24fd6da387fd81748,Kepler-106,b,Transit,Kepler-106 b,4,1
59c8fea24fd6da387fd81749,Kepler-106,c,Transit,Kepler-106 c,4,1
59c8fea24fd6da387fd8174a,Kepler-106,d,Transit,Kepler-106 d,4,1
59c8fea24fd6da387fd8174b,Kepler-1060,b,Transit,Kepler-1060 b,1,0.99
59c8fea24fd6da387fd8174c,Kepler-106,e,Transit,Kepler-106 e,4,1
59c8fea24fd6da387fd8174d,Kepler-1061,b,Transit,Kepler-1061 b,1,1.09
59c8fea24fd6da387fd8174e,Kepler-1062,b,Transit,Kepler-1062 b,1,0.75
59c8fea24fd6da387fd8174f,Kepler-1065,b,Transit,Kepler-1065 b,2,0.94
59c8fea24fd6da387fd81750,Kepler-1063,b,Transit,Kepler-1063 b,1,1.09
59c8fea24fd6da387fd81751,Kepler-1064,b,Transit,Kepler-1064 b,1,0.85
59c8fea24fd6da387fd81752,Kepler-1065,c,Transit,Kepler-1065 c,2,0.94
59c8fea24fd6da387fd81753,Kepler-1066,b,Transit,Kepler-1066 b,1,0.98
59c8fea24fd6da387fd81754,Kepler-1069,b,Transit,Kepler-1069 b,1,0.99
59c8fea24fd6da387fd81755,Kepler-1067,b,Transit,Kepler-1067 b,1,0.95
59c8fea24fd6da387fd81756,Kepler-107,b,Transit,Kepler-107 b,4,
59c8fea24fd6da387fd81757,Kepler-1068,b,Transit,Kepler-1068 b,1,1.01
59c8fea24fd6da387fd81758,Kepler-107,c,Transit,Kepler-107 c,4,
59c8fea24fd6da387fd81759,Kepler-107,d,Transit,Kepler-107 d,4,
59c8fea24fd6da387fd8175a,Kepler-107,e,Transit,Kepler-107 e,4,
59c8fea24fd6da387fd8175b,Kepler-1070,b,Transit,Kepler-1070 b,1,1.21
59c8fea24fd6da387fd8175c,Kepler-1072,b,Transit,Kepler-1072 b,1,1.2
59c8fea24fd6da387fd8175d,Kepler-1071,b,Transit,Kepler-1071 b,1,0.86
59c8fea24fd6da387fd8175e,Kepler-1073,b,Transit,Kepler-1073 b,2,1
59c8fea24fd6da387fd8175f,Kepler-1073,c,Transit,Kepler-1073 c,2,1
59c8fea24fd6da387fd81760,Kepler-1076,b,Transit,Kepler-1076 b,1,0.79
59c8fea24fd6da387fd81761,Kepler-1074,b,Transit,Kepler-1074 b,1,0.6
59c8fea24fd6da387fd81762,Kepler-1075,b,Transit,Kepler-1075 b,1,0.56
59c8fea24fd6da387fd81763,Kepler-1077,b,Transit,Kepler-1077 b,1,1.02
59c8fea24fd6da387fd81764,Kepler-1078,b,Transit,Kepler-1078 b,1,0.94
59c8fea24fd6da387fd81765,Kepler-1079,b,Transit,Kepler-1079 b,1,1.08
59c8fea24fd6da387fd81766,Kepler-108,b,Transit,Kepler-108 b,2,0.87
59c8fea24fd6da387fd81767,Kepler-108,c,Transit,Kepler-108 c,2,0.87
59c8fea24fd6da387fd81768,Kepler-1080,b,Transit,Kepler-1080 b,1,1.1
59c8fea24fd6da387fd81769,Kepler-1081,b,Transit,Kepler-1081 b,1,0.88
59c8fea24fd6da387fd8176a,Kepler-1082,b,Transit,Kepler-1082 b,1,1.03
59c8fea24fd6da387fd8176b,Kepler-1083,b,Transit,Kepler-1083 b,1,0.81
59c8fea24fd6da387fd8176c,Kepler-1084,b,Transit,Kepler-1084 b,1,1.12
59c8fea24fd6da387fd8176d,Kepler-1085,b,Transit,Kepler-1085 b,1,1.11
59c8fea24fd6da387fd8176e,Kepler-1086,b,Transit,Kepler-1086 b,2,0.7
59c8fea24fd6da387fd8176f,Kepler-1086,c,Transit,Kepler-1086 c,2,0.7
59c8fea24fd6da387fd81770,Kepler-1088,b,Transit,Kepler-1088 b,1,1.08
59c8fea24fd6da387fd81771,Kepler-1087,b,Transit,Kepler-1087 b,1,0.96
59c8fea24fd6da387fd81772,Kepler-1089,b,Transit,Kepler-1089 b,1,0.52
59c8fea24fd6da387fd81773,Kepler-109,b,Transit,Kepler-109 b,2,1.04
59c8fea24fd6da387fd81774,Kepler-109,c,Transit,Kepler-109 c,2,1.04
59c8fea24fd6da387fd81775,Kepler-1090,b,Transit,Kepler-1090 b,1,0.86
59c8fea24fd6da387fd81776,Kepler-1091,b,Transit,Kepler-1091 b,1,1.01
59c8fea24fd6da387fd81777,Kepler-1093,b,Transit,Kepler-1093 b,2,1.13
59c8fea24fd6da387fd81778,Kepler-1092,b,Transit,Kepler-1092 b,1,0.99
59c8fea24fd6da387fd81779,Kepler-1093,c,Transit,Kepler-1093 c,2,1.13
59c8fea24fd6da387fd8177a,Kepler-1094,b,Transit,Kepler-1094 b,1,1.14
59c8fea24fd6da387fd8177b,Kepler-1095,b,Transit,Kepler-1095 b,1,0.94
59c8fea24fd6da387fd8177c,Kepler-1096,b,Transit,Kepler-1096 b,1,0.66
59c8fea24fd6da387fd8177d,Kepler-1098,b,Transit,Kepler-1098 b,1,0.99
59c8fea24fd6da387fd8177e,Kepler-1097,b,Transit,Kepler-1097 b,1,0.82
59c8fea24fd6da387fd8177f,Kepler-11,c,Transit,Kepler-11 c,6,0.96
59c8fea24fd6da387fd81780,Kepler-11,b,Transit,Kepler-11 b,6,0.96
59c8fea24fd6da387fd81781,Kepler-1099,b,Transit,Kepler-1099 b,1,1.01
59c8fea24fd6da387fd81782,Kepler-11,d,Transit,Kepler-11 d,6,0.96
59c8fea24fd6da387fd81783,Kepler-11,e,Transit,Kepler-11 e,6,0.96
59c8fea24fd6da387fd81784,Kepler-11,f,Transit,Kepler-11 f,6,0.96
59c8fea24fd6da387fd81785,Kepler-11,g,Transit,Kepler-11 g,6,0.96
59c8fea24fd6da387fd81786,Kepler-110,b,Transit,Kepler-110 b,2,
59c8fea24fd6da387fd81787,Kepler-110,c,Transit,Kepler-110 c,2,
59c8fea24fd6da387fd81788,Kepler-1100,b,Transit,Kepler-1100 b,1,1.21
59c8fea24fd6da387fd81789,Kepler-1103,b,Transit,Kepler-1103 b,1,1.11
59c8fea24fd6da387fd8178a,Kepler-1101,b,Transit,Kepler-1101 b,1,0.94
59c8fea24fd6da387fd8178b,Kepler-1102,b,Transit,Kepler-1102 b,1,0.96
59c8fea24fd6da387fd8178c,Kepler-1104,b,Transit,Kepler-1104 b,1,1.3
59c8fea24fd6da387fd8178d,Kepler-1105,b,Transit,Kepler-1105 b,1,0.71
59c8fea24fd6da387fd8178e,Kepler-1106,b,Transit,Kepler-1106 b,1,1.11
59c8fea24fd6da387fd8178f,Kepler-1108,b,Transit,Kepler-1108 b,1,0.88
59c8fea24fd6da387fd81790,Kepler-1107,b,Transit,Kepler-1107 b,1,0.86
59c8fea24fd6da387fd81791,Kepler-1109,b,Transit,Kepler-1109 b,1,1.05
59c8fea24fd6da387fd81792,Kepler-111,c,Transit,Kepler-111 c,2,
59c8fea24fd6da387fd81793,Kepler-111,b,Transit,Kepler-111 b,2,
59c8fea24fd6da387fd81794,Kepler-1111,b,Transit,Kepler-1111 b,1,1.1
59c8fea24fd6da387fd81795,Kepler-1110,b,Transit,Kepler-1110 b,1,0.73
59c8fea24fd6da387fd81796,Kepler-1112,b,Transit,Kepler-1112 b,1,1.34
59c8fea24fd6da387fd81797,Kepler-1114,b,Transit,Kepler-1114 b,1,0.87
59c8fea24fd6da387fd81798,Kepler-1113,b,Transit,Kepler-1113 b,1,1.12
59c8fea24fd6da387fd81799,Kepler-1115,b,Transit,Kepler-1115 b,1,1.6
59c8fea24fd6da387fd8179a,Kepler-1116,b,Transit,Kepler-1116 b,1,0.95
59c8fea24fd6da387fd8179b,Kepler-1117,b,Transit,Kepler-1117 b,1,0.95
59c8fea24fd6da387fd8179c,Kepler-1118,b,Transit,Kepler-1118 b,1,0.96
59c8fea24fd6da387fd8179d,Kepler-1119,b,Transit,Kepler-1119 b,1,1.11
59c8fea24fd6da387fd8179e,Kepler-112,b,Transit,Kepler-112 b,2,
59c8fea24fd6da387fd8179f,Kepler-112,c,Transit,Kepler-112 c,2,
59c8fea24fd6da387fd817a0,Kepler-1121,b,Transit,Kepler-1121 b,1,1.29
59c8fea24fd6da387fd817a1,Kepler-1120,b,Transit,Kepler-1120 b,1,0.78
59c8fea24fd6da387fd817a2,Kepler-1125,b,Transit,Kepler-1125 b,1,0.95
59c8fea24fd6da387fd817a3,Kepler-1124,b,Transit,Kepler-1124 b,1,0.35
59c8fea24fd6da387fd817a4,Kepler-1123,b,Transit,Kepler-1123 b,1,0.93
59c8fea24fd6da387fd817a5,Kepler-1122,b,Transit,Kepler-1122 b,1,0.92
59c8fea24fd6da387fd817a6,Kepler-1126,b,Transit,Kepler-1126 b,1,0.92
59c8fea24fd6da387fd817a7,Kepler-1127,b,Transit,Kepler-1127 b,1,0.97
59c8fea24fd6da387fd817a8,Kepler-1128,b,Transit,Kepler-1128 b,1,0.94
59c8fea24fd6da387fd817a9,Kepler-1129,c,Transit,Kepler-1129 c,2,1
59c8fea24fd6da387fd817aa,Kepler-1129,b,Transit,Kepler-1129 b,2,1
59c8fea24fd6da387fd817ab,Kepler-113,b,Transit,Kepler-113 b,2,0.75
59c8fea24fd6da387fd817ac,Kepler-113,c,Transit,Kepler-113 c,2,0.75
59c8fea24fd6da387fd817ad,Kepler-1130,b,Transit,Kepler-1130 b,1,0.9
59c8fea24fd6da387fd817ae,Kepler-1131,b,Transit,Kepler-1131 b,1,1.03
59c8fea24fd6da387fd817af,Kepler-1132,b,Transit,Kepler-1132 b,1,0.87
59c8fea24fd6da387fd817b0,Kepler-1133,b,Transit,Kepler-1133 b,1,0.93
59c8fea24fd6da387fd817b1,Kepler-1134,b,Transit,Kepler-1134 b,1,0.84
59c8fea24fd6da387fd817b2,Kepler-1135,b,Transit,Kepler-1135 b,1,0.96
59c8fea24fd6da387fd817b3,Kepler-1136,b,Transit,Kepler-1136 b,1,0.72
59c8fea24fd6da387fd817b4,Kepler-1137,b,Transit,Kepler-1137 b,1,1.5
59c8fea24fd6da387fd817b5,Kepler-1138,b,Transit,Kepler-1138 b,1,0.95
59c8fea24fd6da387fd817b6,Kepler-1139,b,Transit,Kepler-1139 b,1,0.94
59c8fea24fd6da387fd817b7,Kepler-114,c,Transit,Kepler-114 c,3,0.56
59c8fea24fd6da387fd817b8,Kepler-114,d,Transit,Kepler-114 d,3,0.56
59c8fea24fd6da387fd817b9,Kepler-114,b,Transit,Kepler-114 b,3,0.56
59c8fea24fd6da387fd817ba,Kepler-1142,b,Transit,Kepler-1142 b,1,0.97
59c8fea24fd6da387fd817bb,Kepler-1143,b,Transit,Kepler-1143 b,2,0.81
59c8fea24fd6da387fd817bc,Kepler-1140,b,Transit,Kepler-1140 b,1,0.76
59c8fea24fd6da387fd817bd,Kepler-1141,b,Transit,Kepler-1141 b,1,1.01
59c8fea24fd6da387fd817be,Kepler-1144,b,Transit,Kepler-1144 b,1,0.98
59c8fea24fd6da387fd817bf,Kepler-1143,c,Transit,Kepler-1143 c,2,0.81
59c8fea24fd6da387fd817c0,Kepler-1145,b,Transit,Kepler-1145 b,1,0.79
59c8fea24fd6da387fd817c1,Kepler-1146,b,Transit,Kepler-1146 b,1,0.74
59c8fea24fd6da387fd817c2,Kepler-1147,b,Transit,Kepler-1147 b,1,1.09
59c8fea24fd6da387fd817c3,Kepler-1148,b,Transit,Kepler-1148 b,1,0.81
59c8fea24fd6da387fd817c4,Kepler-115,b,Transit,Kepler-115 b,2,1
59c8fea24fd6da387fd817c5,Kepler-1149,b,Transit,Kepler-1149 b,1,1.02
59c8fea24fd6da387fd817c6,Kepler-1150,b,Transit,Kepler-1150 b,1,0.76
59c8fea24fd6da387fd817c7,Kepler-115,c,Transit,Kepler-115 c,2,1
59c8fea24fd6da387fd817c8,Kepler-1151,b,Transit,Kepler-1151 b,1,0.88
59c8fea24fd6da387fd817c9,Kepler-1152,b,Transit,Kepler-1152 b,1,0.55
59c8fea24fd6da387fd817ca,Kepler-1153,b,Transit,Kepler-1153 b,1,0.91
59c8fea24fd6da387fd817cb,Kepler-1154,b,Transit,Kepler-1154 b,2,1.26
59c8fea24fd6da387fd817cc,Kepler-1154,c,Transit,Kepler-1154 c,2,1.26
59c8fea24fd6da387fd817cd,Kepler-1156,b,Transit,Kepler-1156 b,1,1
59c8fea24fd6da387fd817ce,Kepler-1155,b,Transit,Kepler-1155 b,1,1.03
59c8fea24fd6da387fd817cf,Kepler-1157,b,Transit,Kepler-1157 b,1,0.76
59c8fea24fd6da387fd817d0,Kepler-1158,b,Transit,Kepler-1158 b,1,1.41
59c8fea24fd6da387fd817d1,Kepler-1159,b,Transit,Kepler-1159 b,1,1.19
59c8fea24fd6da387fd817d2,Kepler-116,b,Transit,Kepler-116 b,2,1.16
59c8fea24fd6da387fd817d3,Kepler-116,c,Transit,Kepler-116 c,2,1.16
59c8fea24fd6da387fd817d4,Kepler-1160,b,Transit,Kepler-1160 b,1,0.92
59c8fea24fd6da387fd817d5,Kepler-1162,b,Transit,Kepler-1162 b,1,0.89
59c8fea24fd6da387fd817d6,Kepler-1161,b,Transit,Kepler-1161 b,1,0.59
59c8fea24fd6da387fd817d7,Kepler-1164,b,Transit,Kepler-1164 b,1,0.85
59c8fea24fd6da387fd817d9,Kepler-1163,b,Transit,Kepler-1163 b,1,1.22
59c8fea24fd6da387fd817da,Kepler-1165,b,Transit,Kepler-1165 b,1,1.13
59c8fea24fd6da387fd817db,Kepler-1166,b,Transit,Kepler-1166 b,1,0.9
59c8fea24fd6da387fd817dc,Kepler-1167,b,Transit,Kepler-1167 b,1,0.79
59c8fea24fd6da387fd817dd,Kepler-117,b,Transit,Kepler-117 b,2,1.13
59c8fea24fd6da387fd817de,Kepler-1169,b,Transit,Kepler-1169 b,1,1.24
59c8fea24fd6da387fd817df,Kepler-1168,b,Transit,Kepler-1168 b,1,0.87
59c8fea24fd6da387fd817e0,Kepler-117,c,Transit,Kepler-117 c,2,1.13
59c8fea24fd6da387fd817e1,Kepler-1170,b,Transit,Kepler-1170 b,1,0.8
59c8fea24fd6da387fd817e2,Kepler-1171,b,Transit,Kepler-1171 b,1,1.58
59c8fea24fd6da387fd817e3,Kepler-1173,b,Transit,Kepler-1173 b,1,0.86
59c8fea24fd6da387fd817e4,Kepler-1172,b,Transit,Kepler-1172 b,1,0.92
59c8fea24fd6da387fd817e5,Kepler-1175,b,Transit,Kepler-1175 b,1,0.9
59c8fea24fd6da387fd817e6,Kepler-1174,b,Transit,Kepler-1174 b,1,1.04
59c8fea24fd6da387fd817e7,Kepler-1177,b,Transit,Kepler-1177 b,1,0.98
59c8fea24fd6da387fd817e8,Kepler-1176,b,Transit,Kepler-1176 b,1,1.01
59c8fea24fd6da387fd817e9,Kepler-1178,b,Transit,Kepler-1178 b,1,0.8
59c8fea24fd6da387fd817ea,Kepler-1179,b,Transit,Kepler-1179 b,1,0.84
59c8fea24fd6da387fd817eb,Kepler-118,b,Transit,Kepler-118 b,2,0.86
