web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1565019059-236","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@itsatrappt","IT'S A TRAP","Sábado Comethazine em Lisboa!!
Últimas pulseiras com os rp’s ou em qualquer worten e fnac do país! pic.twitter.com/4sv3nj6JCl","","20","31","1554802867000","2:41 AM - 9 Apr 2019","/itsatrappt/status/1115550197805920258"
"1565019059-274","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@itsmishlawi","mishlawi","amanhã as 17h na fnac https://twitter.com/fuckuandyourhoe/status/1094229996338585605 …","","13","161","1549719998000","5:46 AM - 9 Feb 2019","/itsmishlawi/status/1094231100145176576"
"1565019059-64","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@FNACTchave","hacker russo","7 da matina e nego vem querer interromper meu raio crlpic.twitter.com/EeIXIgdgdy","","","6","1564741623000","3:27 AM - 2 Aug 2019","/FNACTchave/status/1157236359817568256"
"1565019059-233","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@hoefuss","ivan ⊬","se eu chegar à fnac com notas do monopólio para pagar o passe do sbsr, será que abrem exceção?","1","6","27","1554845818000","2:36 PM - 9 Apr 2019","/hoefuss/status/1115730347554164737"
"1565019059-173","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@theumilk99","gOnÇaL0 PIROCA de c*****","porra trabalhaste um mes na fnac nem sei como sobreviveste mano juro ja viram bem este campeao? TRAGAM UM PREMIO , ELE TRABALHOU UM MES NA FNAC, QUE HEROI https://twitter.com/Ricardolopes_27/status/1142053839392129024 …","8","38","304","1561121872000","5:57 AM - 21 Jun 2019","/theumilk99/status/1142054023660371969"
"1565019059-209","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@MongeDraws","MongeDraws","#FnacRenuevatufilmoteca  Terminator IIpic.twitter.com/rx4X4asbXb","1","17","44","1557169229000","12:00 PM - 6 May 2019","/MongeDraws/status/1125475437650620417"
"1565019059-249","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@fpbasquetebol","FPBasquetebol","Está quase aí a Final 8 da Taça de Portugal masculina (5.ª feira a domingo), na Portimão Arena!

Podem comprar os bilhetes em http://www.bol.pt , CTT, Fnac ou Worten, assim como na cidade algarvia – Teatro Municipal, Museu ou Arena Portimão.

 http://goo.gl/pz5oRK pic.twitter.com/hkGX8o8fEy","","3","21","1552334612000","1:03 PM - 11 Mar 2019","/fpbasquetebol/status/1105197586103889921"
"1565019059-191","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@bangpdportugal","Bang PD Portugal","Told ya  

Já temos os DVDs à venda na Fnac pic.twitter.com/UifsrTLFKS","15","38","141","1559763083000","12:31 PM - 5 Jun 2019","/bangpdportugal/status/1136354852072820736"
"1565019059-324","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@AhmirReturns","Ahmir_Returns","Django desencadenado","","","","1546336373000","1:52 AM - 1 Jan 2019","/AhmirReturns/status/1080039148109680640"
"1565019059-290","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@CFosBelenenses","Os Belenenses","A partir das 10h, o #Belenenses espera por ti na Praça FNAC do CC Alegro Alfragide onde arranca o circuito nacional da exposição #BelenensesCentenário - Mostra da História do Clube de Futebol ""Os Belenenses"".
Vem comemorar connosco os  anos do CFB! #tweetpastel #CentenárioCFBpic.twitter.com/hME7pep41r","","20","60","1548061200000","1:00 AM - 21 Jan 2019","/CFosBelenenses/status/1087273594974015488"
"1565019059-288","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@CFosBelenenses","Os Belenenses","Nova oportunidade! 
 anos de História do #Belenenses estão à tua espera na Praça FNAC do Centro Comercial Alegro Alfragide. Visita-nos até dia 28 das 10h00 às 23h00! 
#CentenárioCFB #tweetpastelpic.twitter.com/sdDIJaaBUH","","8","39","1548148500000","1:15 AM - 22 Jan 2019","/CFosBelenenses/status/1087639757973184512"
"1565019059-228","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@vulpeskooks","Copper  🇵🇹","Entendo q seja lixado saber q o nosso € vai para os charts espanhóis, mas daí estarem a atirar hate à Fnac, que tem sido a nossa melhor amiga em termos de acessibilidade a produtos de kpop e que até já apoia a realização de meets... pic.twitter.com/yaa4GJIWLs","2","11","45","1555278378000","2:46 PM - 14 Apr 2019","/vulpeskooks/status/1117544635646267392"
"1565019059-279","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@pedropapito0","Pereira  👊🏼","A Fnac do fórum lá para 2042 tá pronta","2","441","405","1548964981000","12:03 PM - 31 Jan 2019","/pedropapito0/status/1091064326973202432"
"1565019059-153","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@AviacaoGovBr","Sec de Aviação Civil","No campo da aviação regional, @tarcisiogdf afirmou que o @governodobrasil prepara novos investimentos do FNAC (Fundo Nacional de Aviação Civil). Para o Aeroporto de Barreiras/BA, estão em andamento duas grandes ações no âmbito do Programa de Investimentos em Aviação Regional  pic.twitter.com/rIrdKyzI3H","3","58","253","1564156400000","8:53 AM - 26 Jul 2019","/AviacaoGovBr/status/1154781759445319682"
"1565019059-116","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@saulescritor","saul fragoso","descobre o caminho da riqueza que há em ti! - Compra ebook na http://Fnac.pt  #fnac https://www.fnac.pt/livre-numerique/a7008797/descobre-o-caminho-da-riqueza-que-ha-em-ti …","","","1","1564605872000","1:44 PM - 31 Jul 2019","/saulescritor/status/1156666978574188546"
"1565019059-239","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@Bultaourune","💜Elli _BTS PRINCES OF POP 👑 🤟","E sem falar que o BTS é o «único» grupo coreano no Top de vendas online da fnac e o #1 em pré-vendas de música, o impacto dos Reis, AMO!!

@BTS_twthttps://twitter.com/bangpdportugal/status/1113156345644056580 …","2","20","43","1554300919000","7:15 AM - 3 Apr 2019","/Bultaourune/status/1113444874576171008"
"1565019059-151","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@ritinha_costa09","Ritinha","Finalmente vai abrir Fnac em Viana","","1","1","1564407340000","6:35 AM - 29 Jul 2019","/ritinha_costa09/status/1155834276623073280"
"1565019059-136","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@gotswhun","ℳ","Lol melhor fnac https://twitter.com/fnacportugal/status/1157237591718191104 …","","","3","1564758260000","8:04 AM - 2 Aug 2019","/gotswhun/status/1157306142529327104"
"1565019059-189","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@MadonnaOnline_","Madonna Online  ❌","O Madame X standard c essa capa só terá versão física em CD e três lojas estrangeiras possuem versões exclusivas c bônus: nos EUA à venda pela Target, na Europa na Fnac França e no Japão. Todas entregam no BR  http://madonnaonline.com.br/2019/06/09/lojas-vendem-ilegalmente-o-madame-x-e-contas-no-instagram-sao-banidas-ao-divulgar-trechos/ … #madoonna #madameXpic.twitter.com/4BnhTrNjHc","5","8","68","1560100806000","10:20 AM - 9 Jun 2019","/MadonnaOnline_/status/1137771363077361666"
"1565019059-257","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@ritalovejoonie","𝓜𝓸𝓸𝓷𝓬𝓱𝓲𝓵𝓭  🌙","Man eu vou ser chata ao ponto de mandar alta texto ah fnac, everything is new, ao altice arena e a outros q possam trazer os BTS cá sla 
#BTSInPortugal2019 #SPEAK_YOURSELF","4","10","20","1551525822000","3:23 AM - 2 Mar 2019","/ritalovejoonie/status/1101805272509628417"
"1565019059-259","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@ProudArmyHerexx","BTS's my Euphoria  🇵🇹 💜","Porque os PT-ARMYs não devem perder a esperança:

RM já nos mencionou na live dele, a Fnac passou a vender camisolas, albuns... dos @BTS_twt, lá se vai ouvindo a música deles nas rádios e em lojas, esgotamos cenas deles cá, já passaram na TV, rádios e jornais já falaram deles, +","3","50","87","1551455927000","7:58 AM - 1 Mar 2019","/ProudArmyHerexx/status/1101512114257227776"
"1565019059-243","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@btsportugal","BTS Portugal  🇵🇹 W.I.N.G","[INFO] Já se encontra disponível a pré-venda do álbum 'Map Of The Soul: Persona' no site da FNAC Portugal! 

 https://www.fnac.pt/BTS-Map-of-the-Soul-Persona-CD-CD-Album/a6691574 …pic.twitter.com/PiGbtb81iY","1","33","72","1552835674000","8:14 AM - 17 Mar 2019","/btsportugal/status/1107299191515201538"
"1565019059-125","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@notthatbia","arroz","simulação glitchou TANTO que acabaram as obras da fnac de aveiro","1","","4","1564738498000","2:34 AM - 2 Aug 2019","/notthatbia/status/1157223255121563649"
"1565019059-114","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@bangpdportugal","Bang PD Portugal","P.S- Tenham em conta que são 3 giveaways quase seguidos, por isso sejam meus amigos, é que eu estes CD's dos giveaways compro pela fnac","","","16","1564663733000","5:48 AM - 1 Aug 2019","/bangpdportugal/status/1156909665571213313"
"1565019059-182","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@HighOnN2O","( ͡° ͜ʖ ͡°)","Um dia espero poder levar os meus netos à inauguração da FNAC em Aveiro <3","","413","429","1560396080000","8:21 PM - 12 Jun 2019","/HighOnN2O/status/1139009832684535808"
"1565019059-238","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@carlosfkx","tio carlos","Sessão atoa na fnac pic.twitter.com/tMDjnLTJJX","1","14","131","1554316956000","11:42 AM - 3 Apr 2019","/carlosfkx/status/1113512138218397698"
"1565019059-89","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@lemoszE17","Flacko","Finalmente uma Fnac em Viana!!!!!","2","7","27","1564332184000","9:43 AM - 28 Jul 2019","/lemoszE17/status/1155519049478090752"
"1565019059-267","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@namgrymoon","Alien  👽 ✨// persona  🇵🇹","Portugal foi esquecido outra vez no churrasco.
Mas nós ainda vamos ter um concerto deles aqui.
Temos melhorado muito a fnac vende álbuns e nós os esgotamos falaram do bts na rádio @RadioRadicalPT falaram deles na televisão.
Temos feito playlist de strem temos ++
#BTSinPortugalpic.twitter.com/kGWwDmpI3t","2","37","69","1550595201000","8:53 AM - 19 Feb 2019","/namgrymoon/status/1097901968008335360"
"1565019059-281","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@bangpdportugal","Bang PD Portugal","Eita, a fnac pôs gosto no meu post 

Fnac, patrocina os giveaways","2","4","43","1548717223000","3:13 PM - 28 Jan 2019","/bangpdportugal/status/1090025155949142016"
"1565019059-106","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@fcksubaek","ᴍᴀʀ↝sᴄ  💫","mas e se eu não quiser comprar online sis ????¿¿¿¿ 
que caralho é o problem de pedir mais álbuns à fnac ??????? fds é que já houve outros fandoms a pedir mas a exols é que são cringes 
pic.twitter.com/ud7v53TDBO","1","","","1564771062000","11:37 AM - 2 Aug 2019","/fcksubaek/status/1157359835631038464"
"1565019059-160","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@Nga_reidals","NGA","Já estamos na Fnac do Colombo.
#DopeMuzik2K19","6","22","367","1562961859000","1:04 PM - 12 Jul 2019","/Nga_reidals/status/1149771488431673345"
"1565019059-108","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@angiexreads","angie","Deve ser o meu mês de sorte. A Fnac está com promoções em produtos que eu queria comprar para o meu aniversário. Que este mês seja o mês.","","","4","1564757583000","7:53 AM - 2 Aug 2019","/angiexreads/status/1157303301911846912"
"1565019059-253","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@otiagoandre","Tiago André Alves","Roda Bota Fora ganhou um concurso da NASA para fazer o primeiro espectáculo de Stand-up em Marte.

Bilhetes na ticketline, fnac, NASA, ESA e locais habituais.

O convidado especial nem vale a pena manter em segredo... É o chef Kiko, óbvio. pic.twitter.com/Gzu0Y3xPhx","2","6","64","1551895491000","10:04 AM - 6 Mar 2019","/otiagoandre/status/1103355777266393090"
"1565019059-85","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@fnacportugal","FNAC Portugal","Quando a mãe chama para almoçar e ainda estás à espera que chegue outubro! #MyHeroAcademiapic.twitter.com/hQMmyFpY1A","","1","5","1564489618000","5:26 AM - 30 Jul 2019","/fnacportugal/status/1156179376817496069"
"1565019059-174","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@Ricardolopes_27","Ricardo Lopes","Trabalhei um mês na fnac e investi todo o meu ordenado, todos os meses ajudo a minha mãe que criou me a mim e ao meu irmão sozinho! N vem do berço vem da tua ambição, és pequenino chavalo https://twitter.com/theumilk99/status/1142053447891636225 …","1","26","152","1561121828000","5:57 AM - 21 Jun 2019","/Ricardolopes_27/status/1142053839392129024"
"1565019059-70","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@camp_in_gas","Camp in Gás","Malta da Bajouca, Leiria e arredores alargados:

Na 2ª feira às 19h haverá uma apresentação sobre alterações climáticas e 
@XR_Portugal
 a não perder na Fnac do Leiria Shopping. Até lá ;-)

#campingas #by2020weriseup #XR_Portugal #ExtinctionRebellion
#justiçaClimática #leiriapic.twitter.com/V7TdbyTnYW","","4","4","1564239491000","7:58 AM - 27 Jul 2019","/camp_in_gas/status/1155130266597416965"
"1565019059-179","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@wazeoficial","Waze","Amanhã vou estar às 21h na Fnac de Viseu (Palácio do Gelo) para dar um showcase e uma sessão de autógrafos 
Conto com vocês, mal posso esperar  pic.twitter.com/Q9Nuf26vEK","1","1","103","1560533690000","10:34 AM - 14 Jun 2019","/wazeoficial/status/1139587011982086144"
"1565019059-51","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@jiminpyo_","X1 VAI DEBUTAR  🦋","Sla a forma que eu sofro pelos álbuns da fnac é diferente pic.twitter.com/OGgGHCntre","1","","3","1564925101000","6:25 AM - 4 Aug 2019","/jiminpyo_/status/1158005921576103936"
"1565019059-242","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@fnacportugal","FNAC Portugal","Hey, ARMY!
Já viste o que chegou à FNAC? 

O novo álbum dos BTS já está em pré-venda aqui: http://bit.ly/bts-mapofthesoul-fnac …pic.twitter.com/5rravQ2UZs","46","1.1K","3.8K","1552989138000","2:52 AM - 19 Mar 2019","/fnacportugal/status/1107942865882230784"
"1565019059-318","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@autor_NunoN","Nuno Nepomuceno","Apresento o meu 6º livro, A Última Ceia. 
1ª edição em pré-venda na Wook (autógrafos em quantidade limitada), Fnac e Bertrand. 
Com @culturaeditora e @agenciadasletras 
Fotografia por @annamccarthyphotography 
#nunonepomuceno #aultimaceiapic.twitter.com/jFQNKs6rTD","","2","7","1546365933000","10:05 AM - 1 Jan 2019","/autor_NunoN/status/1080163131069030401"
"1565019059-139","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@helljuuuuuu_","Juuuuu","Se usaste cartão fnac vai ser b tranquilo acho, mas se quiseres eu ligo aos meus amigos e pergunto lhes qq eles usaram","1","","1","1564746114000","4:41 AM - 2 Aug 2019","/helljuuuuuu_/status/1157255196130648064"
"1565019059-75","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@moodyhobi","maryluh;; 🍷arsd  📌","a Worten olhou para a fnac e disse:
 KKKKKKKKKKKKKK pena agr elas são minhas https://twitter.com/happyradishh/status/1157243625941688322 …","2","14","32","1564744383000","4:13 AM - 2 Aug 2019","/moodyhobi/status/1157247935941402625"
"1565019059-185","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@btsportugal","BTS Portugal  🇵🇹 W.I.N.G","[INFO] Os DVDs Love Yourself Tour da Europa e de Nova Iorque encontram-se disponíveis na FNAC em pré venda.

Europa: https://bit.ly/2X3g4GO 

Nova Iorque: https://bit.ly/2MEWYD4 

Os DVDs serão lançados no dia 21 de Junho. @BTS_twt #BTSpic.twitter.com/OronTRHhN7","","10","40","1560243332000","1:55 AM - 11 Jun 2019","/btsportugal/status/1138369160608657408"
"1565019059-166","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@BTsAreMyGods1","💙 Matii  💙 #Arsd  📌","A minha mãe hoje quando chegámos á secção de kpop da fnac 
pic.twitter.com/gbsnmQLV11","1","12","32","1562181880000","12:24 PM - 3 Jul 2019","/BTsAreMyGods1/status/1146500018653863937"
"1565019059-92","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@acidadebranca","A Cidade Branca","#FNAC Chiado.","1","","1","1564825469000","2:44 AM - 3 Aug 2019","/acidadebranca/status/1157588036647030784"
"1565019059-80","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@namwings","bᵢₐ II homies in the back","no top10 em musica da fnac 3 posições eram dos bts ( 1° persona 4° bts world, e o lights mas nao me lembro qual era a posição)

estou demasiado orgulhosa","","4","12","1564661730000","5:15 AM - 1 Aug 2019","/namwings/status/1156901265378611202"
"1565019059-292","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@Cabanaandre1","Cabana  🛸","Como sei que adoram o livro lmao ahaha
Era para avisar que vou estar a fzr sessão de autógrafos nos dias:
26 Jan - FNAC COLOMBO (18h)
3 Fev - FNAC NORTESHOPPING (16h)

Apareçam  pic.twitter.com/8MyhYGSgAT","4","5","89","1547834156000","9:55 AM - 18 Jan 2019","/Cabanaandre1/status/1086321303345344512"
"1565019059-269","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@itsmishlawi","mishlawi","amanhã tmb vou fazer meet&greet na fnac d sta catarina no porto as 18:30. Come thruuu","3","17","263","1550174541000","12:02 PM - 14 Feb 2019","/itsmishlawi/status/1096137589323644930"
"1565019059-104","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@bye_ssseulgi","zk  🐇","egocêntrica porque até sou eu a pedir à fnac para meterem albums de gajos na terrinha   pic.twitter.com/b91EmUXlqF","2","","1","1564773705000","12:21 PM - 2 Aug 2019","/bye_ssseulgi/status/1157370923881836544"
"1565019059-323","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@taichidemar","taichi de mar","""800 balas"" de @alexdelaIglesia.","","","","1546338280000","2:24 AM - 1 Jan 2019","/taichidemar/status/1080047144650924032"
"1565019059-302","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@vascoabc","Vasco","senhora da fnac: deseja fazer o seguro de bilheteira?
eu convencido das minhas life choices: nao 
lana:","","1","4","1546446806000","8:33 AM - 2 Jan 2019","/vascoabc/status/1080502336064233472"
"1565019059-76","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@marciojmsilva","Márcio M. Silva","Fnac quer abrir duas Nature & Découvertes em Portugal http://dlvr.it/R9XWLL pic.twitter.com/gDwTE0uN1J","","","","1564742471000","3:41 AM - 2 Aug 2019","/marciojmsilva/status/1157239916197117952"
"1565019059-285","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@mariafergg","mafe  🤘🏽","uma coisa que deixou mt triste foi a fnac ter fechado","2","9","20","1548358926000","11:42 AM - 24 Jan 2019","/mariafergg/status/1088522347357843456"
"1565019059-284","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@arenasdebcn","Arenas de Barcelona","Moment #fan a la signatura de discos d'@anaguerra a la Cúpula d'@arenasdebcn  Recordeu que comença a les 17h fins les 19h!  Ens veiem aquí! 

@Fnac_CAT @CupulaEvents #AnaGuerraReflexión #AnaGuerrapic.twitter.com/jTlM636B0k","1","8","23","1548431781000","7:56 AM - 25 Jan 2019","/arenasdebcn/status/1088827926336933888"
"1565019059-210","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@carlosgpinto","CGP","Este livrinho chega hoje às bancas com um capítulo escrito aqui pelo vosso servo. Para o caso de se terem questionado o que era aquela fila na Fnac às 6 da manhã. pic.twitter.com/EHlZO7iei9","3","2","77","1556869001000","12:36 AM - 3 May 2019","/carlosgpinto/status/1124216190023475200"
"1565019059-312","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@yoelfpuck","elv","O álbum da Dua está a 7€ na FNAC, não sou consumista equipa, não tem A$AP ainda, continuamos na busca","","","1","1546427144000","3:05 AM - 2 Jan 2019","/yoelfpuck/status/1080419869085126656"
"1565019059-250","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@da3guboyvv","mari 🇵🇹|| STREAM HIT","MANO NA FNAC TENS MTS ALBUNS CRLH EU PEGUEI NO LY ANSWER TEAR E HER MANO EU TOU AAAAAAAA GENTE MDS NNC PENSEI Q PUDESSE PEGAR AAAAA
A MINHA MAE DIZ Q SE TIVER BOAS NOTAS ME DA UM ALBUM NOS ANOS 
DO YOU ALL HEAR MY SCREAM","3","2","34","1552228022000","7:27 AM - 10 Mar 2019","/da3guboyvv/status/1104750514305228800"
"1565019059-308","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@BRUNOSMILE7","Bruno Montalvão","O Livro da Revolução Feita Por Nós já está à venda na FNAC Online. Para quem interessar é só aceder...e comprar! Obrigado! https://www.fnac.pt/mp12023936/A-Revolucao-Feita-por-Nos?omnsearchpos=1 …","","","","1546438674000","6:17 AM - 2 Jan 2019","/BRUNOSMILE7/status/1080468226897821696"
"1565019059-135","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@_lovelygirl___","Sofia Paiva","Desculpem só, assim sou a única que vai a Fnac só para carregar o telefone ?","1","1","4","1564265643000","3:14 PM - 27 Jul 2019","/_lovelygirl___/status/1155239955582586882"
"1565019059-162","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@Nga_reidals","NGA","Sex | 12 | Jul 21:00 (Venda & Sessão De Autógrafos + Show Case Castelos) Fnac Do Colombo (Lisboa) [Entrada Livre] pic.twitter.com/6R0U27kcAY","2","29","223","1562752502000","2:55 AM - 10 Jul 2019","/Nga_reidals/status/1148893381222895617"
"1565019059-130","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@deviloffer","Isabel •~•","Mano peixeirada na fnac omg","","","2","1564608375000","2:26 PM - 31 Jul 2019","/deviloffer/status/1156677479735746566"
"1565019059-118","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@bye_ssseulgi","zk  🐇","se tivesses cartão fnac associado à conta vias que estavam com desconto :)  pic.twitter.com/5kjy3IkiS9","2","","","1564771077000","11:37 AM - 2 Aug 2019","/bye_ssseulgi/status/1157359899350880258"
"1565019059-203","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@joao_rhafael","𝖉𝖎𝖘𝖌𝖗𝖆𝖈̧𝖆","Isso q da, ter tirado  a Fnac","1","6","62","1557823730000","1:48 AM - 14 May 2019","/joao_rhafael/status/1128220614349742081"
"1565019059-109","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@heavenlyxiu","dids #HIT","Até a fnac tá aqui a promover e a sm nada https://twitter.com/fnacportugal/status/1157237591718191104 …","1","","3","1564755766000","7:22 AM - 2 Aug 2019","/heavenlyxiu/status/1157295679145988096"
"1565019059-105","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@FNACTchave","hacker russo","sou abençoado com talento na gastronomia","1","","3","1564771388000","11:43 AM - 2 Aug 2019","/FNACTchave/status/1157361203955601408"
"1565019059-71","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@Cala_teCaralho","Inca","Pensar que a fnac de Aveiro vai abrir esta semana e que eu não estou lá para ser das primeiras 100 pessoas a entrar","1","","6","1564902927000","12:15 AM - 4 Aug 2019","/Cala_teCaralho/status/1157912917301497856"
"1565019059-268","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@filipecatto","𝑪𝑨𝑻𝑻𝑶","Diva da World Music destacando-se na Fnac de Madrid para anunciar que estará de volta ao verdadeiro berço do drama para um show espetacular de #ONascimentoDeVenusTour em março. 

Love
Cattopic.twitter.com/b8cy8LMD1d","5","2","59","1550336815000","9:06 AM - 16 Feb 2019","/filipecatto/status/1096818218394677255"
"1565019059-213","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@namwings","bᵢₐ II homies in the back","A 
FNAC
VENDE
ARMY
BOMB

ARMY BOMB

lembro me que uma vez perguntei e o senhor disse que ""tenho a certeza que nao vamos vender bts"" AHHH CHUPA OTARIO

#BBMAsTopSocial bts @BTS_twt","5","63","108","1556396767000","1:26 PM - 27 Apr 2019","/namwings/status/1122235497592631297"
"1565019059-313","https://twitter.com/search?l=pt&q=fnac%20since%3A2019-01-01%20until%3A2019-08-05&src=typd","@dnoticiaspt","dnoticias.pt","Compra em http://fnac.pt  e levanta 1 hora depois na FNAC Madeira: Serviço válido para todos os artigos assinalados com ‘Levanta grátis em 1h’. Sabe mais aqui. https://www.dnoticias.pt/boa-vida/compra-em-fnac-pt-e-levanta-1-hora-depois-na-fnac-madeira-FI4138421?utm_source=twitter&utm_medium=twitter …pic.twitter.com/GLIPd6uezQ","","","","1546423688000","2:08 AM - 2 Jan 2019","/dnoticiaspt/status/1080405371028533248"
